Date,Category,Description,Amount,Payment_Method,Type
2024-10-27,Food,Food expense,141.04,Credit Card,Expense
2024-10-28,Shopping,Shopping expense,3918.24,Cash,Expense
2024-10-28,Shopping,Shopping expense,2745.45,Debit Card,Expense
2024-10-28,Food,Food expense,776.37,Net Banking,Expense
2024-10-28,Entertainment,Entertainment expense,656.36,Cash,Expense
2024-10-29,Others,Others expense,922.73,Credit Card,Expense
2024-10-29,Bills,Bills expense,2370.18,Cash,Expense
2024-10-29,Entertainment,Entertainment expense,1347.31,UPI,Expense
2024-10-29,Food,Food expense,303.7,Cash,Expense
2024-10-29,Education,Education expense,1735.39,Net Banking,Expense
2024-10-30,Transport,Transport expense,233.08,Debit Card,Expense
2024-10-30,Transport,Transport expense,318.08,UPI,Expense
2024-10-30,Education,Education expense,1823.81,Debit Card,Expense
2024-10-30,Food,Food expense,198.1,Credit Card,Expense
2024-10-31,Health,Health expense,2654.08,Cash,Expense
2024-10-31,Food,Food expense,661.96,Credit Card,Expense
2024-10-31,Health,Health expense,3416.75,Debit Card,Expense
2024-10-31,Education,Education expense,1887.33,UPI,Expense
2024-11-01,Entertainment,Entertainment expense,975.03,Net Banking,Expense
2024-11-01,Entertainment,Entertainment expense,1484.13,Debit Card,Expense
2024-11-01,Entertainment,Entertainment expense,1346.71,UPI,Expense
2024-11-01,Salary,Monthly Salary,54346.0,Net Banking,Income
2024-11-02,Transport,Transport expense,384.0,Debit Card,Expense
2024-11-02,Food,Food expense,454.67,Credit Card,Expense
2024-11-02,Shopping,Shopping expense,718.13,UPI,Expense
2024-11-02,Shopping,Shopping expense,640.98,Cash,Expense
2024-11-03,Others,Others expense,758.17,Credit Card,Expense
2024-11-04,Food,Food expense,306.79,UPI,Expense
2024-11-04,Transport,Transport expense,386.35,UPI,Expense
2024-11-04,Shopping,Shopping expense,3137.31,Debit Card,Expense
2024-11-04,Food,Food expense,163.68,Credit Card,Expense
2024-11-04,Food,Food expense,482.88,Credit Card,Expense
2024-11-05,Health,Health expense,1848.44,Credit Card,Expense
2024-11-05,Food,Food expense,468.53,UPI,Expense
2024-11-05,Entertainment,Entertainment expense,1509.25,Net Banking,Expense
2024-11-05,Health,Health expense,1256.03,Credit Card,Expense
2024-11-05,Food,Food expense,709.86,Net Banking,Expense
2024-11-06,Shopping,Shopping expense,1692.46,Credit Card,Expense
2024-11-06,Shopping,Shopping expense,4112.57,Debit Card,Expense
2024-11-07,Shopping,Shopping expense,3501.84,Net Banking,Expense
2024-11-07,Transport,Transport expense,283.19,UPI,Expense
2024-11-08,Bills,Bills expense,2620.12,Credit Card,Expense
2024-11-08,Entertainment,Entertainment expense,1682.09,Credit Card,Expense
2024-11-08,Food,Food expense,612.16,Net Banking,Expense
2024-11-09,Entertainment,Entertainment expense,1388.92,Credit Card,Expense
2024-11-09,Entertainment,Entertainment expense,1699.74,UPI,Expense
2024-11-09,Rent,Rent expense,11514.35,UPI,Expense
2024-11-10,Food,Food expense,339.03,UPI,Expense
2024-11-10,Shopping,Shopping expense,3945.92,Debit Card,Expense
2024-11-11,Food,Food expense,153.37,Net Banking,Expense
2024-11-11,Shopping,Shopping expense,209.02,Debit Card,Expense
2024-11-12,Food,Food expense,71.8,Credit Card,Expense
2024-11-13,Food,Food expense,185.99,UPI,Expense
2024-11-13,Transport,Transport expense,219.09,Credit Card,Expense
2024-11-13,Health,Health expense,2138.42,Cash,Expense
2024-11-14,Shopping,Shopping expense,699.86,UPI,Expense
2024-11-14,Food,Food expense,577.21,UPI,Expense
2024-11-14,Food,Food expense,414.95,Cash,Expense
2024-11-14,Bills,Bills expense,2005.36,Cash,Expense
2024-11-14,Food,Food expense,291.58,Debit Card,Expense
2024-11-15,Shopping,Shopping expense,915.2,Net Banking,Expense
2024-11-15,Shopping,Shopping expense,3780.44,UPI,Expense
2024-11-15,Others,Others expense,354.27,Cash,Expense
2024-11-15,Entertainment,Entertainment expense,1088.56,Net Banking,Expense
2024-11-15,Transport,Transport expense,87.52,Credit Card,Expense
2024-11-16,Shopping,Shopping expense,1332.12,UPI,Expense
2024-11-16,Transport,Transport expense,59.39,Net Banking,Expense
2024-11-16,Entertainment,Entertainment expense,1556.52,Debit Card,Expense
2024-11-16,Shopping,Shopping expense,1637.33,Cash,Expense
2024-11-16,Food,Food expense,528.16,UPI,Expense
2024-11-17,Rent,Rent expense,9247.77,Cash,Expense
2024-11-18,Shopping,Shopping expense,4957.41,Cash,Expense
2024-11-18,Shopping,Shopping expense,3751.93,UPI,Expense
2024-11-18,Others,Others expense,344.26,Cash,Expense
2024-11-18,Bills,Bills expense,2949.12,Cash,Expense
2024-11-19,Food,Food expense,575.19,UPI,Expense
2024-11-20,Bills,Bills expense,1966.2,Net Banking,Expense
2024-11-20,Shopping,Shopping expense,4662.16,Credit Card,Expense
2024-11-20,Entertainment,Entertainment expense,206.66,UPI,Expense
2024-11-21,Health,Health expense,1057.06,Debit Card,Expense
2024-11-21,Transport,Transport expense,247.01,Net Banking,Expense
2024-11-22,Rent,Rent expense,11046.26,Net Banking,Expense
2024-11-22,Education,Education expense,4383.1,Debit Card,Expense
2024-11-22,Shopping,Shopping expense,439.24,Cash,Expense
2024-11-22,Education,Education expense,5501.65,Net Banking,Expense
2024-11-22,Entertainment,Entertainment expense,113.36,Net Banking,Expense
2024-11-23,Food,Food expense,218.92,Cash,Expense
2024-11-23,Food,Food expense,349.13,Net Banking,Expense
2024-11-23,Education,Education expense,3096.33,Net Banking,Expense
2024-11-24,Food,Food expense,262.06,UPI,Expense
2024-11-24,Food,Food expense,77.22,UPI,Expense
2024-11-24,Food,Food expense,256.71,Net Banking,Expense
2024-11-24,Entertainment,Entertainment expense,1952.19,Credit Card,Expense
2024-11-25,Transport,Transport expense,231.58,Cash,Expense
2024-11-25,Entertainment,Entertainment expense,609.46,Credit Card,Expense
2024-11-25,Food,Food expense,689.82,Cash,Expense
2024-11-25,Food,Food expense,514.77,Debit Card,Expense
2024-11-26,Bills,Bills expense,1364.8,Cash,Expense
2024-11-26,Transport,Transport expense,392.77,Cash,Expense
2024-11-26,Food,Food expense,227.59,UPI,Expense
2024-11-26,Shopping,Shopping expense,2831.94,Debit Card,Expense
2024-11-27,Food,Food expense,711.6,Debit Card,Expense
2024-11-27,Transport,Transport expense,419.1,Debit Card,Expense
2024-11-27,Entertainment,Entertainment expense,1286.41,Debit Card,Expense
2024-11-27,Rent,Rent expense,14856.86,Credit Card,Expense
2024-11-28,Food,Food expense,593.87,UPI,Expense
2024-11-28,Food,Food expense,303.7,UPI,Expense
2024-11-28,Transport,Transport expense,475.11,UPI,Expense
2024-11-28,Others,Others expense,315.37,UPI,Expense
2024-11-29,Food,Food expense,590.01,UPI,Expense
2024-11-29,Transport,Transport expense,71.75,Debit Card,Expense
2024-11-29,Shopping,Shopping expense,2816.51,Credit Card,Expense
2024-11-29,Others,Others expense,379.74,Net Banking,Expense
2024-11-30,Transport,Transport expense,285.0,Net Banking,Expense
2024-12-01,Entertainment,Entertainment expense,1142.79,Net Banking,Expense
2024-12-01,Shopping,Shopping expense,1285.51,Debit Card,Expense
2024-12-01,Entertainment,Entertainment expense,914.4,UPI,Expense
2024-12-01,Food,Food expense,548.14,Cash,Expense
2024-12-01,Food,Food expense,123.17,Debit Card,Expense
2024-12-01,Salary,Monthly Salary,51215.0,Net Banking,Income
2024-12-02,Transport,Transport expense,335.96,UPI,Expense
2024-12-02,Bills,Bills expense,655.68,Debit Card,Expense
2024-12-02,Bills,Bills expense,2516.01,Net Banking,Expense
2024-12-02,Rent,Rent expense,8363.7,Debit Card,Expense
2024-12-03,Entertainment,Entertainment expense,482.59,UPI,Expense
2024-12-03,Food,Food expense,173.53,Net Banking,Expense
2024-12-03,Transport,Transport expense,385.67,Net Banking,Expense
2024-12-04,Bills,Bills expense,1012.2,Credit Card,Expense
2024-12-04,Health,Health expense,3542.41,Cash,Expense
2024-12-05,Health,Health expense,1107.43,UPI,Expense
2024-12-05,Rent,Rent expense,14894.93,Debit Card,Expense
2024-12-06,Entertainment,Entertainment expense,151.62,Debit Card,Expense
2024-12-06,Food,Food expense,397.95,UPI,Expense
2024-12-06,Education,Education expense,3462.86,Debit Card,Expense
2024-12-06,Rent,Rent expense,8738.32,Net Banking,Expense
2024-12-06,Shopping,Shopping expense,4146.1,Credit Card,Expense
2024-12-07,Transport,Transport expense,394.54,Net Banking,Expense
2024-12-07,Others,Others expense,345.46,Net Banking,Expense
2024-12-07,Bills,Bills expense,1217.84,Net Banking,Expense
2024-12-07,Entertainment,Entertainment expense,1197.43,Net Banking,Expense
2024-12-08,Shopping,Shopping expense,4029.99,Net Banking,Expense
2024-12-09,Transport,Transport expense,460.09,UPI,Expense
2024-12-09,Bills,Bills expense,894.89,Credit Card,Expense
2024-12-09,Shopping,Shopping expense,4007.65,Debit Card,Expense
2024-12-10,Transport,Transport expense,432.87,Debit Card,Expense
2024-12-10,Education,Education expense,2022.97,Debit Card,Expense
2024-12-10,Others,Others expense,254.03,UPI,Expense
2024-12-11,Food,Food expense,188.17,Credit Card,Expense
2024-12-11,Health,Health expense,2686.31,Net Banking,Expense
2024-12-12,Food,Food expense,380.24,UPI,Expense
2024-12-12,Shopping,Shopping expense,600.63,Credit Card,Expense
2024-12-12,Health,Health expense,3253.69,UPI,Expense
2024-12-12,Bills,Bills expense,2917.82,UPI,Expense
2024-12-13,Transport,Transport expense,492.53,Credit Card,Expense
2024-12-13,Shopping,Shopping expense,3246.42,Cash,Expense
2024-12-13,Food,Food expense,711.45,Cash,Expense
2024-12-13,Transport,Transport expense,106.25,Cash,Expense
2024-12-13,Food,Food expense,469.82,Debit Card,Expense
2024-12-14,Bills,Bills expense,2298.38,Debit Card,Expense
2024-12-14,Health,Health expense,501.75,Debit Card,Expense
2024-12-15,Shopping,Shopping expense,1099.58,Net Banking,Expense
2024-12-15,Health,Health expense,3312.44,Net Banking,Expense
2024-12-15,Bills,Bills expense,2275.61,UPI,Expense
2024-12-16,Transport,Transport expense,251.45,Credit Card,Expense
2024-12-17,Entertainment,Entertainment expense,972.6,Net Banking,Expense
2024-12-17,Transport,Transport expense,262.28,UPI,Expense
2024-12-18,Entertainment,Entertainment expense,736.9,Debit Card,Expense
2024-12-19,Food,Food expense,584.01,Cash,Expense
2024-12-19,Entertainment,Entertainment expense,291.21,Cash,Expense
2024-12-19,Food,Food expense,156.48,Net Banking,Expense
2024-12-19,Transport,Transport expense,241.66,Cash,Expense
2024-12-20,Shopping,Shopping expense,3325.51,Debit Card,Expense
2024-12-20,Shopping,Shopping expense,1891.4,Credit Card,Expense
2024-12-20,Entertainment,Entertainment expense,995.45,Net Banking,Expense
2024-12-20,Others,Others expense,969.51,UPI,Expense
2024-12-21,Food,Food expense,557.13,Cash,Expense
2024-12-21,Transport,Transport expense,352.57,UPI,Expense
2024-12-21,Food,Food expense,181.16,Debit Card,Expense
2024-12-22,Health,Health expense,1063.28,Cash,Expense
2024-12-22,Entertainment,Entertainment expense,630.62,Net Banking,Expense
2024-12-22,Shopping,Shopping expense,3531.92,Debit Card,Expense
2024-12-22,Bills,Bills expense,1263.28,UPI,Expense
2024-12-22,Food,Food expense,74.89,Credit Card,Expense
2024-12-23,Transport,Transport expense,336.99,Net Banking,Expense
2024-12-23,Education,Education expense,5291.62,UPI,Expense
2024-12-23,Entertainment,Entertainment expense,1598.05,UPI,Expense
2024-12-23,Shopping,Shopping expense,1449.38,Credit Card,Expense
2024-12-24,Education,Education expense,4189.03,Credit Card,Expense
2024-12-24,Bills,Bills expense,777.47,Credit Card,Expense
2024-12-24,Transport,Transport expense,246.37,Debit Card,Expense
2024-12-25,Health,Health expense,2277.26,Debit Card,Expense
2024-12-25,Transport,Transport expense,489.1,UPI,Expense
2024-12-25,Food,Food expense,366.91,UPI,Expense
2024-12-26,Food,Food expense,604.93,Cash,Expense
2024-12-26,Education,Education expense,2040.21,Credit Card,Expense
2024-12-26,Health,Health expense,1310.43,Credit Card,Expense
2024-12-26,Education,Education expense,4646.79,Cash,Expense
2024-12-27,Entertainment,Entertainment expense,134.21,Credit Card,Expense
2024-12-27,Others,Others expense,1103.67,Net Banking,Expense
2024-12-27,Transport,Transport expense,419.82,Net Banking,Expense
2024-12-27,Food,Food expense,704.57,Debit Card,Expense
2024-12-27,Food,Food expense,577.76,UPI,Expense
2024-12-28,Bills,Bills expense,741.34,UPI,Expense
2024-12-28,Food,Food expense,59.3,Cash,Expense
2024-12-28,Rent,Rent expense,10108.86,UPI,Expense
2024-12-28,Bills,Bills expense,1243.09,Cash,Expense
2024-12-29,Food,Food expense,607.39,Debit Card,Expense
2024-12-30,Food,Food expense,727.17,Cash,Expense
2024-12-30,Health,Health expense,2737.66,Net Banking,Expense
2024-12-30,Bills,Bills expense,2730.76,Cash,Expense
2024-12-30,Food,Food expense,109.23,Cash,Expense
2024-12-30,Food,Food expense,645.93,Debit Card,Expense
